file	line	old	new
src/components/student/SubjectFileCard.tsx	55	fontSize: "0.65rem"	fontSize: "0.7rem"
src/components/student/SubjectFileCard.tsx	56	fontSize: "0.65rem"	fontSize: "0.7rem"
src/components/student/StudentSidebar.tsx	118	fontSize: '0.58rem'	fontSize: '0.7rem'
src/components/student/StudentSidebar.tsx	148	fontSize: '0.62rem'	fontSize: '0.7rem'
src/components/student/StudentSidebar.tsx	184	fontSize: '0.52rem'	fontSize: '0.7rem'
src/components/student/StudentSidebar.tsx	242	fontSize: '0.68rem'	fontSize: '0.7rem'
src/components/student/StudentHeader.tsx	101	fontSize: '0.6rem'	fontSize: '0.7rem'
src/components/student/AssignmentRow.tsx	32	fontSize: "0.62rem"	fontSize: "0.7rem"
src/components/student/AssignmentRow.tsx	36	fontSize: "0.68rem"	fontSize: "0.7rem"
src/components/student/AssignmentRow.tsx	38	fontSize: "0.68rem"	fontSize: "0.7rem"
src/components/student/AssignmentRow.tsx	49	fontSize: "0.6rem"	fontSize: "0.7rem"
src/components/student/AssignmentRow.tsx	55	fontSize: "0.68rem"	fontSize: "0.7rem"
src/components/teacher/TeacherSidebar.tsx	117	fontSize: '0.68rem'	fontSize: '0.7rem'
src/components/teacher/TeacherSidebar.tsx	144	fontSize: '0.62rem'	fontSize: '0.7rem'
src/components/teacher/TeacherSidebar.tsx	180	fontSize: '0.52rem'	fontSize: '0.7rem'
